1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
‘ddd YYYY-MM-DD HH:MM’,Lights AHU1,Lights AHU2,Lights AHU3,Lights AHU4,Plugs AHU1,Plugs AHU2,Plugs AHU3,Plugs AHU4,Ext Lights,Int ATMs,Ext ATMs,Water Heater,Big Ass Fan,Transfer Fan,Exhaust Fan
Fri 2015-01-30 13:00,202,833,321,65,212,1065,223,696,63,519,352,0,10,373,179
Fri 2015-01-30 14:00,205,930,339,65,187,1138,225,695,845,511,320,0,9,372,179
Fri 2015-01-30 15:00,215,800,313,65,199,1050,225,694,797,516,324,540,9,374,179
Fri 2015-01-30 16:00,222,858,342,57,212,1247,244,715,3453,526,348,0,10,375,179
Fri 2015-01-30 17:00,222,830,355,65,206,1085,245,697,3217,533,365,10,10,376,178
Fri 2015-01-30 18:00,222,831,356,65,223,1045,237,697,3424,519,253,0,0,374,1
Fri 2015-01-30 19:00,96,164,105,65,128,400,162,690,3402,524,246,0,0,375,0
Fri 2015-01-30 20:00,8,13,9,65,114,414,167,689,3414,514,245,0,1,377,0
Fri 2015-01-30 21:00,152,512,196,65,94,362,175,695,3271,501,239,0,0,376,0
Fri 2015-01-30 22:00,0,14,0,65,84,380,162,690,3213,502,237,0,0,375,0
Fri 2015-01-30 23:00,0,14,0,65,85,381,162,690,3155,499,234,0,1,379,0
Sat 2015-01-31 00:00,0,14,0,65,84,345,161,690,3028,496,231,0,0,375,0
Sat 2015-01-31 01:00,0,10,0,65,84,366,159,689,2986,496,231,0,0,375,0
Sat 2015-01-31 02:00,0,14,0,65,84,369,159,691,2891,496,232,0,0,375,0
Sat 2015-01-31 03:00,0,13,0,65,84,375,160,690,2890,497,230,0,1,376,0
Sat 2015-01-31 04:00,0,14,0,65,83,336,159,692,2693,496,230,0,0,376,0
Sat 2015-01-31 05:00,0,13,0,65,84,376,159,690,2845,499,235,0,0,375,0
Sat 2015-01-31 06:00,0,11,0,65,84,376,160,690,2964,496,233,0,0,375,0
Sat 2015-01-31 07:00,201,10,175,65,84,784,158,699,2043,504,234,29,1,376,1
Sat 2015-01-31 08:00,222,312,243,65,84,923,164,698,45,509,246,1291,9,374,177
Sat 2015-01-31 09:00,163,803,309,65,183,1300,206,700,60,518,326,590,10,370,178
Sat 2015-01-31 10:00,205,794,336,65,209,1108,240,703,61,518,308,226,10,369,179
Sat 2015-01-31 11:00,221,805,357,65,211,1157,254,703,62,525,372,294,11,369,179
Sat 2015-01-31 12:00,223,848,308,65,219,1060,253,702,62,525,380,0,15,369,178
Sat 2015-01-31 13:00,223,870,286,65,224,1119,252,701,62,516,339,510,19,372,179
Sat 2015-01-31 14:00,222,805,358,65,211,1141,238,701,1011,511,261,0,38,386,184
Sat 2015-01-31 15:00,223,827,357,65,198,987,223,701,62,520,233,0,1,373,2
Sat 2015-01-31 16:00,124,353,177,65,137,1003,169,703,46,519,233,0,0,376,0
Sat 2015-01-31 17:00,0,11,0,65,127,388,156,700,109,514,234,0,0,378,0
Sat 2015-01-31 18:00,0,8,0,65,84,413,156,695,3404,515,229,0,0,375,0
Sat 2015-01-31 19:00,119,655,156,65,92,395,160,698,3329,508,236,0,1,375,0
Sat 2015-01-31 20:00,56,73,62,65,87,352,159,695,3264,502,231,0,0,376,0
Sat 2015-01-31 21:00,0,14,0,65,84,389,159,695,3227,503,229,0,0,376,0
Sat 2015-01-31 22:00,0,18,0,65,87,372,159,695,3170,498,227,0,1,377,0
Sat 2015-01-31 23:00,0,13,0,65,84,377,158,695,2942,497,226,0,0,377,0
Sun 2015-02-01 00:00,0,14,0,65,114,446,200,694,3040,498,228,0,0,378,0
Sun 2015-02-01 01:00,0,14,0,65,84,383,157,696,2992,497,224,0,0,373,0
Sun 2015-02-01 02:00,0,14,0,65,84,455,157,704,2948,496,225,0,1,375,0
Sun 2015-02-01 03:00,0,14,0,65,84,452,157,696,2803,496,224,0,0,376,0
Sun 2015-02-01 04:00,0,15,0,65,84,416,157,692,2674,497,224,0,0,376,0
Sun 2015-02-01 05:00,0,14,0,65,84,462,157,690,2704,496,224,0,0,376,0
Sun 2015-02-01 06:00,0,15,0,65,84,463,159,691,2831,501,224,0,1,375,0
Sun 2015-02-01 07:00,0,14,0,65,84,417,157,698,1890,501,226,10,0,375,0
Sun 2015-02-01 08:00,0,14,0,65,84,460,156,698,45,507,227,0,0,370,0
Sun 2015-02-01 09:00,0,15,0,65,84,451,155,697,45,507,230,0,0,370,0
Sun 2015-02-01 10:00,0,120,0,65,84,415,157,704,45,514,234,0,1,369,0
Sun 2015-02-01 11:00,0,117,0,65,84,462,158,700,46,512,232,0,0,368,0
Sun 2015-02-01 12:00,0,132,0,65,84,460,155,699,46,511,234,0,0,367,0
Sun 2015-02-01 13:00,0,46,0,65,84,392,154,701,46,519,231,0,1,365,0
Sun 2015-02-01 14:00,78,258,90,65,84,376,154,703,1122,514,238,0,0,366,0
Sun 2015-02-01 15:00,104,80,84,65,84,386,156,698,46,511,232,0,0,369,0
Sun 2015-02-01 16:00,67,52,65,65,84,374,155,701,46,509,237,0,0,369,0
Sun 2015-02-01 17:00,197,153,189,65,133,369,132,693,324,492,229,0,1,373,0
Sun 2015-02-01 18:00,45,15,39,65,173,422,138,700,3376,509,228,0,0,370,0
Sun 2015-02-01 19:00,0,14,0,65,153,415,138,689,3323,508,235,0,0,370,0
Sun 2015-02-01 20:00,0,14,0,65,131,379,139,689,3209,504,226,0,0,371,0
Sun 2015-02-01 21:00,0,14,0,65,130,536,138,690,3151,500,228,0,1,373,0
Sun 2015-02-01 22:00,0,14,0,65,130,403,138,688,3202,497,230,0,0,375,0
Sun 2015-02-01 23:00,0,14,0,65,131,428,139,689,3114,500,228,0,0,376,0
Mon 2015-02-02 00:00,0,14,0,65,130,405,138,687,2922,497,223,0,1,376,0
Mon 2015-02-02 01:00,0,14,0,65,130,427,138,688,2771,496,222,0,0,372,0
Mon 2015-02-02 02:00,0,14,0,65,130,493,138,689,2743,496,224,0,0,372,0
Mon 2015-02-02 03:00,0,14,0,65,130,492,138,688,2730,496,223,0,0,373,0
Mon 2015-02-02 04:00,0,14,0,65,130,445,138,689,2688,496,223,0,1,371,0
Mon 2015-02-02 05:00,0,14,0,65,130,491,138,688,2835,497,221,0,0,366,0
Mon 2015-02-02 06:00,0,14,0,65,130,484,138,688,3092,499,223,0,0,365,0
Mon 2015-02-02 07:00,205,14,175,65,130,1030,137,695,3310,508,233,44,1,370,2
Mon 2015-02-02 08:00,222,801,352,65,133,1170,171,699,713,511,283,2216,40,369,175
Mon 2015-02-02 09:00,223,774,361,65,132,1117,211,698,60,506,267,0,39,368,178
Mon 2015-02-02 10:00,223,816,352,65,193,1372,198,702,61,511,269,0,39,368,177
Mon 2015-02-02 11:00,223,826,359,65,203,1273,204,699,61,507,268,0,38,371,178
Mon 2015-02-02 12:00,223,849,337,65,189,1233,196,699,61,528,310,680,38,371,178
Mon 2015-02-02 13:00,223,782,356,65,158,1168,202,700,61,514,284,0,40,367,177
Mon 2015-02-02 14:00,220,838,299,65,196,1082,191,702,61,511,293,10,40,369,177
Mon 2015-02-02 15:00,222,846,357,65,187,1121,199,699,62,527,320,0,39,369,178
Mon 2015-02-02 16:00,222,818,357,65,167,1084,204,704,61,509,308,520,39,370,177
Mon 2015-02-02 17:00,223,786,357,65,194,1197,216,701,1546,513,272,0,39,374,178
Mon 2015-02-02 18:00,220,705,332,65,160,1056,171,697,3423,513,250,0,0,372,2
Mon 2015-02-02 19:00,118,149,106,65,128,389,146,693,3415,510,242,0,0,372,0
Mon 2015-02-02 20:00,166,570,217,65,101,452,157,697,3369,510,240,0,0,375,0
Mon 2015-02-02 21:00,18,9,21,65,84,378,148,692,3354,505,238,0,1,374,0
Mon 2015-02-02 22:00,0,9,0,65,83,370,145,692,3241,499,234,0,0,369,0
Mon 2015-02-02 23:00,0,5,0,65,85,396,147,692,3174,504,232,0,0,373,0
Tue 2015-02-03 00:00,0,6,0,65,84,396,146,692,2880,496,230,0,0,370,0
Tue 2015-02-03 01:00,0,4,0,65,83,378,146,693,2898,497,229,0,1,369,0
Tue 2015-02-03 02:00,0,9,0,65,83,462,145,692,2866,496,232,0,0,372,0
Tue 2015-02-03 03:00,0,9,0,65,83,448,146,693,2924,496,232,0,0,373,0
Tue 2015-02-03 04:00,0,3,0,65,83,434,146,694,2861,497,231,0,0,372,0
Tue 2015-02-03 05:00,0,3,0,65,83,435,145,690,2920,497,229,0,1,369,0
Tue 2015-02-03 06:00,0,3,0,65,83,447,147,690,3142,501,231,0,0,367,0
Tue 2015-02-03 07:00,197,64,186,65,83,1012,145,697,1882,503,236,34,1,369,1
Tue 2015-02-03 08:00,223,645,357,65,128,1178,169,698,60,512,262,1116,38,370,177
Tue 2015-02-03 09:00,206,786,350,65,192,1166,177,697,60,510,276,0,39,370,178
Tue 2015-02-03 10:00,209,712,331,65,206,1141,195,700,61,510,302,0,40,369,179
Tue 2015-02-03 11:00,223,667,342,65,179,1224,204,697,62,530,267,0,40,370,178
Tue 2015-02-03 12:00,223,642,320,65,198,1121,215,698,63,510,305,0,40,369,178
Tue 2015-02-03 13:00,216,764,339,65,216,1119,213,699,63,511,345,620,38,375,180
Tue 2015-02-03 14:00,217,820,349,65,195,1091,203,699,63,512,284,0,40,374,180
Tue 2015-02-03 15:00,207,789,344,65,190,1160,205,698,62,510,317,0,40,376,179
Tue 2015-02-03 16:00,223,767,345,65,195,1091,215,702,58,518,333,1460,39,377,180
Tue 2015-02-03 17:00,230,883,365,57,196,1092,215,699,1115,513,264,0,42,404,192
Tue 2015-02-03 18:00,223,744,342,65,198,1043,197,698,3410,516,236,0,0,375,1
Tue 2015-02-03 19:00,186,312,209,65,130,497,150,695,3402,506,235,0,1,375,0
Tue 2015-02-03 20:00,83,69,92,65,137,477,153,692,3362,507,242,0,0,375,0
Tue 2015-02-03 21:00,0,12,0,65,84,424,148,689,3302,504,230,10,0,373,0
Tue 2015-02-03 22:00,0,14,0,65,85,463,147,690,3223,500,229,0,0,372,0
Tue 2015-02-03 23:00,0,7,0,65,85,464,148,689,3222,504,230,0,1,376,0
Wed 2015-02-04 00:00,0,6,0,65,84,423,148,689,2933,497,225,0,0,378,0
Wed 2015-02-04 01:00,0,3,0,65,86,462,146,691,2869,499,224,0,0,371,0
Wed 2015-02-04 02:00,0,0,0,65,84,455,146,691,2777,497,222,0,1,372,0
Wed 2015-02-04 03:00,0,3,0,65,84,437,145,690,2594,497,224,0,0,372,0
Wed 2015-02-04 04:00,0,3,0,65,79,403,136,637,2714,476,223,0,0,372,0
Wed 2015-02-04 05:00,0,3,0,65,83,456,145,690,2864,497,224,0,0,367,0
Wed 2015-02-04 06:00,0,5,0,65,84,457,147,692,3059,501,225,0,1,367,0
Wed 2015-02-04 07:00,181,315,225,65,83,1058,150,700,2393,506,238,8,0,375,1
Wed 2015-02-04 08:00,223,744,357,65,88,1202,181,698,60,508,264,1222,40,371,178
Wed 2015-02-04 09:00,210,776,335,65,172,1193,190,699,61,509,261,0,39,370,179
Wed 2015-02-04 10:00,216,820,314,65,207,1072,197,699,61,511,290,0,39,368,178
Wed 2015-02-04 11:00,199,845,342,65,196,1334,219,701,62,509,258,610,39,370,178
Wed 2015-02-04 12:00,223,838,357,65,198,1201,235,702,62,510,317,0,40,376,179
Wed 2015-02-04 13:00,216,814,341,65,174,1264,230,701,63,509,302,14,40,370,178
Wed 2015-02-04 14:00,215,794,351,65,176,1120,218,701,63,513,307,856,40,367,177
Wed 2015-02-04 15:00,216,802,357,65,193,1077,219,701,62,511,263,0,40,368,177
Wed 2015-02-04 16:00,219,800,335,65,206,1054,223,703,62,515,330,0,40,370,178
Wed 2015-02-04 17:00,222,834,357,65,169,1099,232,704,1551,510,294,0,41,375,177
Wed 2015-02-04 18:00,223,804,352,65,153,1013,200,700,3446,509,242,0,1,372,2
Wed 2015-02-04 19:00,68,9,76,65,128,409,180,695,3432,515,244,0,0,372,0
Wed 2015-02-04 20:00,0,7,0,65,128,438,198,693,3344,506,237,0,0,374,0
Wed 2015-02-04 21:00,121,519,169,65,110,363,191,697,3292,503,237,10,1,373,0
Wed 2015-02-04 22:00,41,23,47,65,106,397,180,696,3230,501,237,0,0,374,0
Wed 2015-02-04 23:00,0,11,0,65,107,351,183,694,3041,499,231,0,0,373,0
Thu 2015-02-05 00:00,0,13,0,65,107,399,183,695,3047,499,232,0,0,371,0
Thu 2015-02-05 01:00,0,14,0,65,106,415,180,694,2775,497,229,0,1,368,0
Thu 2015-02-05 02:00,0,13,0,65,105,425,179,704,2843,496,232,0,0,370,0
Thu 2015-02-05 03:00,0,14,0,65,105,462,180,697,2679,497,230,0,0,368,0
Thu 2015-02-05 04:00,0,6,0,65,105,419,180,695,2937,496,230,0,1,368,0
Thu 2015-02-05 05:00,0,14,0,65,106,448,180,696,2938,502,229,0,0,364,0
Thu 2015-02-05 06:00,0,14,0,65,105,461,178,695,3046,498,234,0,0,365,0
Thu 2015-02-05 07:00,194,57,180,65,105,970,178,702,3196,505,230,23,0,370,0
Thu 2015-02-05 08:00,223,689,354,65,165,1071,201,698,3123,503,283,1277,41,367,176
Thu 2015-02-05 09:00,219,788,357,65,177,1218,209,698,1527,505,237,0,8,369,177
Thu 2015-02-05 10:00,168,843,348,65,157,1139,215,698,60,504,297,0,121,370,177
Thu 2015-02-05 11:00,223,791,310,65,177,1169,215,699,60,510,280,0,110,370,177
Thu 2015-02-05 12:00,221,847,309,65,184,1174,216,701,60,516,318,610,37,374,178
Thu 2015-02-05 13:00,220,832,349,65,208,1138,237,701,60,508,343,0,36,371,178
Thu 2015-02-05 14:00,222,770,350,65,206,1082,227,698,60,510,325,10,37,374,178
Thu 2015-02-05 15:00,222,771,346,65,184,1187,226,700,60,515,303,570,36,376,178
Thu 2015-02-05 16:00,223,796,323,65,213,1136,236,699,60,510,360,366,37,373,178
Thu 2015-02-05 17:00,222,848,331,65,225,1005,232,698,572,521,303,164,36,374,178
Thu 2015-02-05 18:00,223,810,356,65,177,1069,245,696,3439,521,247,0,1,370,1
Thu 2015-02-05 19:00,188,701,354,65,154,418,178,698,3424,512,240,0,0,371,0
Thu 2015-02-05 20:00,153,655,240,65,145,432,164,696,3359,505,238,0,0,373,0
Thu 2015-02-05 21:00,0,8,0,65,121,374,158,691,3194,504,235,0,0,375,0
Thu 2015-02-05 22:00,0,12,0,65,92,404,158,690,3186,502,234,0,1,374,0
Thu 2015-02-05 23:00,0,14,0,65,95,405,161,689,3010,497,231,0,0,375,0
Fri 2015-02-06 00:00,0,14,0,65,93,361,164,690,2942,497,237,0,0,376,0
Fri 2015-02-06 01:00,0,12,0,65,93,431,162,691,2842,497,231,0,1,378,0
Fri 2015-02-06 02:00,0,14,0,65,92,435,160,690,2685,500,231,0,0,374,0
Fri 2015-02-06 03:00,0,14,0,65,92,454,160,691,2663,500,232,0,0,373,0
Fri 2015-02-06 04:00,0,12,0,65,92,472,160,690,2815,498,233,0,0,373,0
Fri 2015-02-06 05:00,0,14,0,65,92,425,161,691,2866,498,230,0,1,369,0
Fri 2015-02-06 06:00,0,13,0,65,92,475,163,690,3340,515,237,10,0,366,0
Fri 2015-02-06 07:00,200,140,193,65,92,983,159,698,2230,503,233,40,0,366,1
Fri 2015-02-06 08:00,214,767,358,65,109,1255,203,698,59,505,280,1060,36,372,178
Fri 2015-02-06 09:00,182,807,346,65,195,1146,223,698,61,522,307,0,37,370,178
Fri 2015-02-06 10:00,221,779,352,65,206,1408,229,699,61,512,328,0,38,368,178
Fri 2015-02-06 11:00,223,774,357,65,171,1293,264,701,62,521,295,0,36,370,179
Fri 2015-02-06 12:00,217,840,332,65,195,1124,253,703,61,512,335,610,36,376,180
Fri 2015-02-06 13:00,218,784,337,65,202,1053,247,701,62,521,356,0,36,376,180
Fri 2015-02-06 14:00,222,842,357,65,190,1232,234,698,62,514,324,520,37,376,181
Fri 2015-02-06 15:00,222,819,357,65,174,1165,232,701,62,523,312,0,36,377,181
Fri 2015-02-06 16:00,223,817,357,65,219,1232,232,705,62,520,337,580,37,375,180
Fri 2015-02-06 17:00,223,866,331,65,206,1146,243,700,1049,528,373,510,35,376,179
Fri 2015-02-06 18:00,205,833,355,65,183,1042,218,697,3395,528,274,0,1,374,2
Fri 2015-02-06 19:00,151,395,196,65,136,429,158,693,3443,518,240,0,0,374,0
Fri 2015-02-06 20:00,122,392,176,65,121,462,167,694,3419,516,240,0,0,375,0
Fri 2015-02-06 21:00,0,13,0,65,84,415,158,690,3317,509,237,0,0,376,0
Fri 2015-02-06 22:00,0,9,0,65,84,422,156,692,3308,500,239,0,1,377,0
Fri 2015-02-06 23:00,0,12,0,65,85,425,158,690,3137,500,233,0,0,376,0
Sat 2015-02-07 00:00,0,10,0,65,85,392,157,690,2930,497,232,0,0,375,0
Sat 2015-02-07 01:00,0,12,0,65,84,423,155,691,3074,500,228,10,1,373,0
Sat 2015-02-07 02:00,0,12,0,65,84,428,155,690,2847,497,229,0,0,373,0
Sat 2015-02-07 03:00,0,12,0,65,84,394,155,692,2791,497,228,0,0,373,0
Sat 2015-02-07 04:00,0,14,0,65,84,430,154,691,2813,498,229,0,0,373,0
Sat 2015-02-07 05:00,0,13,0,65,84,409,155,690,3043,500,235,0,1,372,0
Sat 2015-02-07 06:00,0,14,0,65,84,408,155,691,2961,499,228,0,0,372,0
Sat 2015-02-07 07:00,188,10,174,65,84,988,154,699,1896,508,231,33,0,374,1
Sat 2015-02-07 08:00,193,370,254,65,92,1057,161,696,45,510,240,1147,36,369,177
Sat 2015-02-07 09:00,195,825,355,65,204,1202,207,700,60,520,325,0,37,369,179
Sat 2015-02-07 10:00,208,795,335,65,216,1111,215,703,61,525,349,0,38,373,180
Sat 2015-02-07 11:00,223,778,312,65,230,1180,221,702,62,523,394,0,38,376,180
Sat 2015-02-07 12:00,222,852,349,65,213,1135,217,703,62,517,333,0,37,376,180
Sat 2015-02-07 13:00,205,783,280,65,214,1240,218,702,62,519,330,640,38,375,180
Sat 2015-02-07 14:00,217,743,331,65,214,1081,214,702,62,514,261,0,37,377,179
Sat 2015-02-07 15:00,213,793,335,65,187,998,212,702,63,514,267,0,0,380,2
Sat 2015-02-07 16:00,173,600,299,65,149,1015,209,703,47,513,237,10,0,377,0
Sat 2015-02-07 17:00,22,164,46,68,129,403,174,701,1003,523,260,0,2,406,0
Sat 2015-02-07 18:00,0,6,0,65,84,389,174,696,3203,513,240,0,0,371,0
Sat 2015-02-07 19:00,100,500,150,65,92,392,181,697,3395,511,237,0,0,371,0
Sat 2015-02-07 20:00,58,31,65,65,136,384,181,695,3298,503,239,0,0,372,0
Sat 2015-02-07 21:00,0,1,0,65,126,358,176,695,3278,502,237,0,1,373,0
Sat 2015-02-07 22:00,0,5,0,65,85,381,176,693,3222,500,236,0,0,373,0
Sat 2015-02-07 23:00,0,3,0,65,85,486,177,695,3119,500,233,0,0,374,0
Sun 2015-02-08 00:00,0,0,0,65,114,441,219,695,3034,499,233,0,1,375,0
Sun 2015-02-08 01:00,0,0,0,65,84,415,174,694,2853,497,232,0,0,374,0
Sun 2015-02-08 02:00,0,3,0,65,84,455,174,703,2896,498,231,0,0,377,0
Sun 2015-02-08 03:00,0,10,0,65,84,418,174,696,2804,498,232,0,0,378,0
Sun 2015-02-08 04:00,0,11,0,65,84,444,174,695,2673,497,231,0,1,376,0
Sun 2015-02-08 05:00,0,10,0,65,84,444,174,696,2779,501,232,0,0,376,0
Sun 2015-02-08 06:00,0,12,0,65,84,455,174,690,2806,498,231,0,0,375,0
Sun 2015-02-08 07:00,0,3,0,65,84,417,174,699,2231,505,234,0,0,375,0
Sun 2015-02-08 08:00,0,10,0,65,84,450,174,697,45,503,231,0,1,372,0
Sun 2015-02-08 09:00,0,12,0,65,84,453,174,696,45,508,236,0,0,369,0
Sun 2015-02-08 10:00,0,91,0,65,84,446,175,700,45,513,237,0,0,368,0
Sun 2015-02-08 11:00,0,137,0,65,85,445,177,698,46,509,238,0,0,371,0
Sun 2015-02-08 12:00,0,128,0,65,84,422,176,698,46,516,238,0,1,371,0
Sun 2015-02-08 13:00,29,133,29,65,84,422,174,699,46,506,236,0,0,370,0
Sun 2015-02-08 14:00,137,140,113,65,84,384,174,698,46,511,238,0,0,368,0
Sun 2015-02-08 15:00,161,91,142,65,84,384,174,700,46,514,238,0,1,367,0
Sun 2015-02-08 16:00,83,12,76,65,84,376,174,701,46,507,237,0,0,368,0
Sun 2015-02-08 17:00,124,166,120,65,84,375,174,698,990,510,240,0,0,370,0
Sun 2015-02-08 18:00,153,19,134,65,84,367,174,696,3078,507,235,10,0,366,0
Sun 2015-02-08 19:00,98,10,79,65,84,367,173,694,3347,506,238,0,1,364,0
Sun 2015-02-08 20:00,1,11,0,65,86,385,179,693,3311,505,236,0,0,367,0
Sun 2015-02-08 21:00,0,11,0,65,85,386,177,693,3297,510,238,0,0,370,0
Sun 2015-02-08 22:00,0,10,0,65,84,378,176,692,3233,500,241,0,0,372,0
Sun 2015-02-08 23:00,0,8,0,65,85,378,177,692,2997,499,233,0,1,373,0
Mon 2015-02-09 00:00,0,10,0,65,84,369,176,692,3055,502,231,0,0,373,0
Mon 2015-02-09 01:00,0,3,0,65,84,393,175,690,2766,498,231,0,0,375,0
Mon 2015-02-09 02:00,0,9,0,65,84,450,174,690,2609,497,231,0,1,375,0
Mon 2015-02-09 03:00,0,9,0,65,84,444,174,689,2705,497,230,0,0,374,0
Mon 2015-02-09 04:00,0,9,0,65,84,443,174,690,2711,497,231,0,0,374,0
Mon 2015-02-09 05:00,0,5,0,65,84,453,174,690,2851,497,231,0,0,367,0
Mon 2015-02-09 06:00,0,13,0,65,84,441,173,690,3101,505,229,0,1,364,0
Mon 2015-02-09 07:00,183,225,200,65,84,975,175,698,3136,505,243,40,0,365,2
Mon 2015-02-09 08:00,223,761,361,65,87,1284,224,699,60,507,234,2210,36,366,176
Mon 2015-02-09 09:00,223,819,361,65,129,1267,244,697,61,514,284,0,37,367,177
Mon 2015-02-09 10:00,222,763,348,65,158,1076,250,698,61,510,291,0,37,370,178
Mon 2015-02-09 11:00,221,793,350,65,173,1292,285,705,61,506,323,850,36,372,177
Mon 2015-02-09 12:00,222,857,357,65,205,1391,262,699,61,510,291,530,37,371,178
Mon 2015-02-09 13:00,207,864,330,65,192,1313,259,700,62,507,311,0,37,367,177
Mon 2015-02-09 14:00,216,815,344,65,149,1170,250,698,62,511,310,720,36,365,176
Mon 2015-02-09 15:00,223,816,357,65,172,1070,242,699,61,511,296,0,38,367,177
Mon 2015-02-09 16:00,222,822,356,65,165,1079,245,705,61,519,319,0,36,369,176
Mon 2015-02-09 17:00,227,801,362,65,207,1017,239,702,1109,515,356,520,37,384,182
Mon 2015-02-09 18:00,220,820,357,65,173,1068,216,696,3372,509,264,0,0,369,2
Mon 2015-02-09 19:00,194,534,209,65,146,408,196,694,3327,509,239,0,1,369,0
Mon 2015-02-09 20:00,1,4,0,65,135,428,195,689,3293,507,235,0,0,372,0
Mon 2015-02-09 21:00,0,3,0,65,95,370,193,690,3256,500,236,0,0,373,0
Mon 2015-02-09 22:00,0,6,0,65,88,403,194,689,3201,498,236,0,0,373,0
Mon 2015-02-09 23:00,0,3,0,65,89,355,191,689,2977,499,232,0,1,374,0
Tue 2015-02-10 00:00,0,7,0,65,88,401,193,690,2880,497,230,10,0,374,0
Tue 2015-02-10 01:00,0,6,0,65,88,419,190,691,2686,496,230,0,0,373,0
Tue 2015-02-10 02:00,0,2,0,65,88,430,190,691,2630,497,232,0,1,375,0
Tue 2015-02-10 03:00,0,5,0,65,88,463,190,691,2617,497,231,0,0,373,0
Tue 2015-02-10 04:00,0,4,0,65,88,426,190,691,2636,497,230,0,0,372,0
Tue 2015-02-10 05:00,0,2,0,65,88,452,190,692,2841,497,232,0,0,369,0
Tue 2015-02-10 06:00,0,5,0,65,88,455,190,690,3040,498,230,0,1,364,0
Tue 2015-02-10 07:00,185,146,194,65,88,979,192,701,1689,504,243,23,0,365,0
Tue 2015-02-10 08:00,196,779,356,65,136,1258,229,700,60,509,281,2707,35,367,176
Tue 2015-02-10 09:00,222,789,357,65,191,1120,226,700,60,509,300,0,36,352,177
Tue 2015-02-10 10:00,220,851,356,65,206,1129,249,701,61,515,294,0,37,4,178
Tue 2015-02-10 11:00,163,830,349,65,219,1115,272,697,61,509,252,630,36,4,177
Tue 2015-02-10 12:00,153,828,312,65,245,1104,260,699,62,507,314,0,38,4,178
Tue 2015-02-10 13:00,144,813,336,65,223,1158,282,703,62,506,256,0,36,4,178
Tue 2015-02-10 14:00,166,876,344,65,222,1055,276,700,62,510,324,530,37,4,178
Tue 2015-02-10 15:00,202,854,340,65,214,1067,260,702,62,515,284,0,38,4,178
Tue 2015-02-10 16:00,176,823,357,65,221,996,254,705,62,512,323,0,37,4,178
Tue 2015-02-10 17:00,203,815,357,65,208,993,224,708,1019,519,261,0,37,4,177
Tue 2015-02-10 18:00,171,717,346,65,158,1041,211,713,3094,509,247,0,0,4,2
Tue 2015-02-10 19:00,166,483,218,65,138,391,195,701,3393,512,239,10,1,4,0
Tue 2015-02-10 20:00,36,15,40,65,102,441,214,696,3328,502,238,0,0,4,0
Tue 2015-02-10 21:00,0,15,0,65,85,358,194,696,3321,503,235,0,0,3,0
Tue 2015-02-10 22:00,0,15,0,65,83,386,191,694,3205,503,235,0,0,4,0
Tue 2015-02-10 23:00,0,15,0,65,85,372,195,695,3084,500,233,0,1,4,0
Wed 2015-02-11 00:00,0,14,0,65,85,374,194,695,3010,499,233,0,0,4,0
Wed 2015-02-11 01:00,0,14,0,65,85,411,191,696,2865,497,232,0,0,4,0
Wed 2015-02-11 02:00,0,15,0,65,83,429,191,696,2850,498,232,0,0,4,0
Wed 2015-02-11 03:00,0,14,0,65,83,459,191,695,2652,515,230,0,1,4,0
Wed 2015-02-11 04:00,0,15,0,65,83,417,191,697,2808,507,231,0,0,4,0
Wed 2015-02-11 05:00,0,14,0,65,83,468,191,697,3017,535,238,0,0,4,0
Wed 2015-02-11 06:00,0,14,0,65,83,414,191,697,3228,505,235,0,1,3,0
Wed 2015-02-11 07:00,87,15,98,65,83,1020,190,702,1517,531,235,0,0,4,1
Wed 2015-02-11 08:00,160,741,339,65,91,1250,227,697,47,528,250,0,34,4,178
Wed 2015-02-11 09:00,165,741,330,65,168,1186,236,698,60,507,298,827,35,4,180
Wed 2015-02-11 10:00,156,769,322,65,176,1080,230,721,61,515,271,863,36,4,179
Wed 2015-02-11 11:00,171,784,316,65,172,1126,303,751,61,513,236,0,36,4,179
Wed 2015-02-11 12:00,163,749,304,65,197,1078,268,728,62,516,274,0,38,4,179
Wed 2015-02-11 13:00,130,818,307,65,195,1214,237,719,63,510,260,0,36,4,178
Wed 2015-02-11 14:00,118,811,321,65,148,1173,258,715,63,509,283,710,36,4,178
Wed 2015-02-11 15:00,130,772,334,65,191,1011,253,717,63,513,269,1060,37,4,177
Wed 2015-02-11 16:00,135,799,357,65,172,1033,258,710,63,508,277,0,36,4,178
Wed 2015-02-11 17:00,172,790,357,65,177,1023,254,705,918,509,246,0,36,4,177
Wed 2015-02-11 18:00,181,760,354,65,149,1032,245,703,3149,525,250,0,1,3,2
Wed 2015-02-11 19:00,128,209,156,65,137,398,198,694,3411,512,239,0,0,4,0
Wed 2015-02-11 20:00,0,0,0,65,114,419,196,690,3315,507,236,0,1,4,0
Wed 2015-02-11 21:00,0,4,0,65,84,350,193,690,3353,505,239,0,0,4,0
Wed 2015-02-11 22:00,0,2,0,65,84,398,192,691,3310,502,232,0,0,4,0
Wed 2015-02-11 23:00,0,2,0,65,85,348,192,690,3068,498,234,0,0,4,0
Thu 2015-02-12 00:00,0,6,0,65,85,400,194,690,3024,497,233,0,1,4,0
