Wh,AHU1 Lighting,AHU2 Lighting,AHU3 Lighting,AHU4 Lighting,AHU1 Plugs,AHU2 Plugs,AHU3 Plugs,AHU4 Plugs,Ext Lights
1/1/2015 0:00,0,12.9999998,0,64.99999997,110.9999999,404.0000001,157.9999999,682.0000001,2930
1/1/2015 1:00,0,13.99999963,0,64.99999997,110.9999999,446.9999991,157.9999999,682.9999999,2866
1/1/2015 2:00,0,13.99999963,0,64.99999997,110,438.0000005,157.9999999,683.9999998,2774
1/1/2015 3:00,0,12.9999998,0,64.99999997,110,479,157.0000001,682.9999999,2687
1/1/2015 4:00,0,10.00000031,0,64.99999997,110,450.9999999,159,682.9999999,2682
1/1/2015 5:00,0,9.000000486,0,64.99999997,112,466.0000006,159,682.0000001,2873
1/1/2015 6:00,0,9.000000486,0,64.99999997,110,469.0000008,156,682.9999999,3059
1/1/2015 7:00,150,244.9999996,198,64.99999997,110,992.0000004,157.0000001,687.9999998,3227
1/1/2015 8:00,48,231.9999998,79.99999992,19.00000002,22.00000001,246.9999994,66,173.0000004,631
1/1/2015 9:00,158,991.0000004,313,64.99999997,114,1296.000001,214.9999999,696,382
1/1/2015 10:00,163,964,294.9999999,64.99999997,128.9999999,1156,229.9999999,722,61
1/1/2015 11:00,144,933.0000002,249,64.99999997,123,1089,214.9999999,656.9999999,61
1/1/2015 12:00,144,929.9999997,301.9999999,64.99999997,123,1103,246,704.9999999,63
1/1/2015 13:00,145,983.9999996,276,64.99999997,110,1273,247.0000001,708.0000002,63
1/1/2015 14:00,150,1017,269,64.99999997,112,1158,241.9999999,700.9999999,64
1/1/2015 15:00,157,962.0000003,283.0000001,64.99999997,116,1095.999999,232.0000001,696.9999998,64
1/1/2015 16:00,165,904.0000001,336,64.99999997,128.0000001,1073.999999,250.9999999,691.0000001,63
1/1/2015 17:00,165,903.0000003,354.9999998,64.99999997,134.9999999,1013,249,692.9999997,934
1/1/2015 18:00,165,969.9999999,348.9999999,64.99999997,139.9999999,1054.000001,229.9999999,691.9999999,3415
1/1/2015 19:00,114,195.9999998,132.0000001,64.99999997,86.9999999,399.9999993,190.9999999,687,3350
1/1/2015 20:00,148,568.9999998,196.9999998,64.99999997,97.9999999,435.9999992,181.9999999,687.9999998,3385
1/1/2015 21:00,0,16.0000003,0,64.99999997,88.00000003,391.9999996,145.9999999,682.0000001,3315
1/1/2015 22:00,0,15.00000047,0,64.99999997,88.00000003,385.0000005,144,682.0000001,3049
1/1/2015 23:00,0,15.00000047,0,64.99999997,86.9999999,410.9999992,144,682.0000001,3099
1/2/2015 0:00,0,15.00000047,0,64.99999997,88.00000003,365.0000001,144,681.0000003,2903
1/2/2015 1:00,0,15.00000047,0,64.99999997,88.00000003,441.9999995,145.0000001,682.0000001,2804
1/2/2015 2:00,0,12.9999998,0,64.99999997,86.9999999,475.9999999,144,682.9999999,2904
1/2/2015 3:00,0,13.99999963,0,64.99999997,86.9999999,429.0000001,144,681.0000003,2820
1/2/2015 4:00,0,13.99999963,0,64.99999997,86.9999999,468.0000001,144,682.9999999,2961
1/2/2015 5:00,0,18.99999978,0,64.99999997,86.9999999,468.0000001,145.0000001,682.0000001,3002
1/2/2015 6:00,0,13.99999963,0,64.99999997,86.9999999,438.0000005,144,682.9999999,3062
1/2/2015 7:00,151,210.0000005,196.0000001,64.99999997,86.9999999,1037.000001,142.9999999,687.9999998,3200
1/2/2015 8:00,149,918.9999996,287.9999999,74,110,1142,165,692.9999997,1807
1/2/2015 9:00,140,864.9999997,293,64.99999997,139.0000001,1360.999999,210,692.9999997,51
1/2/2015 10:00,162,968.0000003,344.9999998,64.99999997,148.0000001,1260.000001,223.9999999,694.0000003,61
1/2/2015 11:00,166,981.9999999,284.0000002,64.99999997,136,1167,235.0000001,691.9999999,62
1/2/2015 12:00,166,997.0000004,321.0000002,64.99999997,150.0000001,1095.999999,252,692.9999997,62
1/2/2015 13:00,166,975.9999999,340,64.99999997,147,1357.000001,252,695.0000002,61
1/2/2015 14:00,166,991.0000004,259,64.99999997,150.0000001,1209,252,699.0000002,62
1/2/2015 15:00,166,983.9999996,337.0000001,64.99999997,161.0000001,1078,313.0000001,695.0000002,61
1/2/2015 16:00,165,962.0000003,317.9999998,64.99999997,171,1140.999999,286.0000001,695.0000002,61
1/2/2015 17:00,166,948.9999995,355.9999999,64.99999997,162,1045.999999,294,696,723
1/2/2015 18:00,165,928.0000001,347.0000001,64.99999997,139.0000001,1042,241.9999999,692.9999997,3443
1/2/2015 19:00,165,624.0000005,219,64.99999997,114,497.0000009,202.0000001,691.9999999,3409
1/2/2015 20:00,54,23.99999994,59.99999994,64.99999997,108.9999999,397.9999998,178.0000001,687.9999998,3393
1/2/2015 21:00,0,0,0,64.99999997,106.9999999,368.0000003,156,687,3321
1/2/2015 22:00,0,0,0,64.99999997,106.9999999,357.9999992,156,687,3215
1/2/2015 23:00,0,0,0,64.99999997,106.0000001,371.0000004,156,687,3081
1/3/2015 0:00,0,7.999999641,0,64.99999997,110.9999999,399.0000005,147,681.0000003,3011
1/3/2015 1:00,0,0,0,64.99999997,112,405.9999996,147,682.0000001,3015
1/3/2015 2:00,0,0,0,64.99999997,110,419.0000008,145.9999999,679.9999997,2829
1/3/2015 3:00,0,0,0,64.99999997,110,379.0000002,145.9999999,682.9999999,2679
1/3/2015 4:00,0,3.000000501,0,64.99999997,110,421.9999991,145.9999999,682.9999999,2758
1/3/2015 5:00,0,3.000000501,0,64.99999997,110.9999999,397.9999998,147,682.9999999,2943
1/3/2015 6:00,0,3.000000501,0,64.99999997,110.9999999,397.9999998,147,682.0000001,2911
1/3/2015 7:00,157,6.999999813,173.9999999,64.99999997,110,976.9999997,145.0000001,687.9999998,3255
1/3/2015 8:00,165,380.9999996,233.0000001,64.99999997,116,986.0000001,153,690.0000003,206
1/3/2015 9:00,159,979.0000004,333,64.99999997,145.9999999,1300,259.9999999,687.9999998,60
1/3/2015 10:00,158,964,324.0000001,64.99999997,172.0000001,1114,271.9999999,691.0000001,61
1/3/2015 11:00,165,953.9999996,334.0000001,64.99999997,174.0000001,1045,265.0000001,691.0000001,62
1/3/2015 12:00,165,975.0000001,321.9999999,64.99999997,159.0000001,1223,265.9999999,691.0000001,63
1/3/2015 13:00,165,987.0000001,344.9999998,64.99999997,165.0000001,1066,291,692.9999997,63
1/3/2015 14:00,165,987.0000001,324.0000001,64.99999997,169,1089,277.0000001,691.9999999,62
1/3/2015 15:00,165,958.9999998,341.9999999,64.99999997,160,1016,283.0000001,691.9999999,63
1/3/2015 16:00,165,817.9999997,287.0000001,64.99999997,114,1023.000001,223.9999999,694.0000003,46
1/3/2015 17:00,37,0,42.00000018,64.99999997,106.0000001,377.0000007,190.9999999,692.9999997,1082
1/3/2015 18:00,0,0,0,64.99999997,106.0000001,394.0000009,154.0000001,686.0000002,3368
1/3/2015 19:00,128,503.9999998,173.9999999,64.99999997,116,344.9999998,153,690.0000003,3324
1/3/2015 20:00,21,17.00000013,25.00000016,68.00000001,106.9999999,379.0000002,148.0000001,687,3468
1/3/2015 21:00,20,123.0000002,42.99999992,64.99999997,108.9999999,347.9999999,147,687,3251
1/3/2015 22:00,0,0,0,64.99999997,106.9999999,369.9999997,147,686.0000002,3093
1/3/2015 23:00,0,0,0,64.99999997,106.0000001,377.9999995,147,687,3134
1/4/2015 0:00,0,0,0,64.99999997,134.9999999,380.0000008,180,687.9999998,2900
1/4/2015 1:00,0,0,0,64.99999997,106.0000001,413.0000006,147,687.9999998,2939
1/4/2015 2:00,0,1.999999656,0,64.99999997,106.0000001,411.9999999,147,688.9999996,2852
1/4/2015 3:00,0,0,0,64.99999997,106.0000001,438.9999993,145.9999999,688.9999996,2744
1/4/2015 4:00,0,0,0,64.99999997,106.0000001,444.0000008,145.9999999,686.0000002,2633
1/4/2015 5:00,0,0,0,64.99999997,106.0000001,407.0000003,145.9999999,683.9999998,2622
1/4/2015 6:00,0,0,0,64.99999997,106.0000001,444.0000008,145.9999999,683.9999998,2710
1/4/2015 7:00,0,0,0,64.99999997,106.0000001,416.0000007,145.9999999,691.0000001,2150
1/4/2015 8:00,0,0,0,64.99999997,106.0000001,433.9999997,145.9999999,692.9999997,45
1/4/2015 9:00,0,0,0,64.99999997,106.0000001,444.0000008,145.9999999,691.9999999,45
1/4/2015 10:00,0,35.99999991,0,64.99999997,106.9999999,405.9999996,147,692.9999997,46
1/4/2015 11:00,86,55.99999952,95.99999983,64.99999997,106.9999999,446.9999991,148.0000001,691.9999999,46
1/4/2015 12:00,53,96.99999959,58.99999983,64.99999997,106.0000001,444.9999996,145.9999999,691.9999999,46
1/4/2015 13:00,107,134.0000003,119.9999999,64.99999997,106.0000001,376,145.9999999,694.0000003,46
1/4/2015 14:00,110,47.00000005,122.0000001,64.99999997,106.0000001,377.0000007,145.9999999,694.0000003,46
1/4/2015 15:00,105,110.0000004,116.9999999,64.99999997,106.0000001,376,145.9999999,695.0000002,46
1/4/2015 16:00,58,69.00000034,64.00000001,64.99999997,106.0000001,338.0000007,145.9999999,691.0000001,46
1/4/2015 17:00,79,0,89.00000017,64.99999997,106.0000001,376,145.9999999,691.0000001,904
1/4/2015 18:00,0,0,0,64.99999997,106.0000001,372.9999999,145.9999999,686.0000002,3321
1/4/2015 19:00,0,0,0,64.99999997,106.0000001,343.0000003,147,683.9999998,3335
1/4/2015 20:00,0,0,0,64.99999997,106.9999999,379.0000002,147,686.0000002,3315
1/4/2015 21:00,21,151.0000005,48.99999984,64.99999997,106.0000001,366.0000008,145.9999999,687,3238
1/4/2015 22:00,0,0,0,64.99999997,106.0000001,347.9999999,145.9999999,691.0000001,3109
1/4/2015 23:00,0,0,0,64.99999997,106.0000001,377.0000007,145.9999999,687,2898
1/5/2015 0:00,0,3.000000501,0,64.99999997,106.0000001,401,147,687,2824
1/5/2015 1:00,0,0,0,64.99999997,106.0000001,477.0000005,145.9999999,687,2633
1/5/2015 2:00,0,0,0,64.99999997,106.0000001,407.0000003,145.9999999,687.9999998,2600
1/5/2015 3:00,0,0,0,66.00000001,106.0000001,444.0000008,145.9999999,687,2603
1/5/2015 4:00,0,0,0,64.99999997,106.0000001,444.0000008,145.9999999,682.9999999,2637
1/5/2015 5:00,0,0,0,64.99999997,106.0000001,405.0000008,145.9999999,682.9999999,2762
1/5/2015 6:00,0,0,0,64.99999997,106.0000001,444.9999996,145.9999999,682.0000001,3103
1/5/2015 7:00,156,40.00000024,180.9999999,64.99999997,106.0000001,1003.999999,145.9999999,691.0000001,3138
1/5/2015 8:00,164,951.0000002,307.0000001,64.99999997,117.9999999,1087.999999,208.9999999,692.9999997,85
1/5/2015 9:00,165,979.0000004,320.0000001,64.99999997,143.9999999,1247,265.9999999,691.0000001,61
1/5/2015 10:00,164,940,331.9999999,64.99999997,156,1130,274.0000001,687.9999998,61
1/5/2015 11:00,165,928.0000001,299,64.99999997,149,1279,256.0000001,690.0000003,61
1/5/2015 12:00,165,909.0000003,324.9999999,64.99999997,128.0000001,1282.999999,250.9999999,688.9999996,1258
1/5/2015 13:00,165,975.0000001,320.0000001,64.99999997,130.9999999,1169,273,688.9999996,61
1/5/2015 14:00,165,946.9999998,317.0000001,64.99999997,150.0000001,1097,265.0000001,687,61
1/5/2015 15:00,159,942.9999995,304.0000001,64.99999997,147,1226.999999,256.0000001,687.9999998,61
1/5/2015 16:00,165,940,354.9999998,64.99999997,150.9999999,1090.000001,264,686.0000002,61
1/5/2015 17:00,165,936.9999995,310.0000001,64.99999997,132,1044,255,685.0000004,2729
1/5/2015 18:00,165,969.0000001,343,64.99999997,128.0000001,1134,226.0000001,686.0000002,3413
1/5/2015 19:00,165,656.9999999,222,64.99999997,112,469.0000008,196.0000001,682.0000001,3319
1/5/2015 20:00,66,110.0000004,72.00000015,64.99999997,112,371.0000004,160.0000001,679.9999997,3334
1/5/2015 21:00,26,267.9999997,52.00000017,64.99999997,106.9999999,394.0000009,147,679.9999997,3196
1/5/2015 22:00,0,151.0000005,0,64.99999997,106.9999999,366.0000008,147,679.9999997,2967
1/5/2015 23:00,0,148,0,64.99999997,106.9999999,366.9999996,147,678.9999999,2877
1/6/2015 0:00,0,151.0000005,0,64.99999997,106.0000001,391.9999996,145.9999999,679.9999997,2881
1/6/2015 1:00,0,148,0,64.99999997,106.0000001,391.0000007,145.9999999,682.0000001,2519
1/6/2015 2:00,0,153.0000001,0,64.99999997,106.0000001,444.0000008,145.9999999,681.0000003,2461
1/6/2015 3:00,0,25.9999996,0,64.99999997,106.0000001,452.0000006,145.9999999,681.0000003,2495
1/6/2015 4:00,0,3.000000501,0,64.99999997,106.9999999,419.0000008,147,681.0000003,2598
1/6/2015 5:00,0,3.000000501,0,64.99999997,106.0000001,452.9999994,145.9999999,682.0000001,2714
1/6/2015 6:00,0,0,0,64.99999997,106.0000001,460.0000003,145.9999999,685.0000004,2865
1/6/2015 7:00,155,3.000000501,173.0000002,64.99999997,106.0000001,967.9999993,144,691.0000001,3190
1/6/2015 8:00,165,758.9999996,274.9999999,64.99999997,119.9999999,1084.999999,162,691.9999999,1946
1/6/2015 9:00,166,973.0000004,284.0000002,64.99999997,141.9999999,1200,268.0000001,691.9999999,61
1/6/2015 10:00,166,946.9999998,351.0000001,64.99999997,158,1094,274.0000001,699.0000002,61
1/6/2015 11:00,163,957.0000002,344.9999998,64.99999997,156.9999999,1181,270,696.9999998,61
1/6/2015 12:00,165,981.0000001,301.0000002,64.99999997,136,1259,253.0000001,694.0000003,61
1/6/2015 13:00,147,971.9999996,239,64.99999997,150.9999999,1187.999999,271.0000001,694.0000003,63
1/6/2015 14:00,160,985.0000004,294.0000002,62.99999997,148.0000001,1317,256.9999999,691.9999999,63
1/6/2015 15:00,165,981.0000001,281.9999999,64.99999997,154.9999999,1089,268.0000001,692.9999997,63
1/6/2015 16:00,165,953.9999996,284.9999999,64.99999997,150.0000001,1054.000001,271.9999999,694.0000003,63
1/6/2015 17:00,165,944.0000004,344.9999998,64.99999997,145,1031,270,697.9999996,850
1/6/2015 18:00,165,1007,348.0000002,64.99999997,143.0000001,1148.999999,294,700.9999999,3406
1/6/2015 19:00,110,343,162.0000001,64.99999997,152.9999999,425.9999999,244.0000001,691.9999999,3324
1/6/2015 20:00,0,11.00000014,0,64.99999997,110.9999999,449.9999992,220.9999999,686.0000002,3379
1/6/2015 21:00,26,171.9999999,52.00000017,64.99999997,110.9999999,408.9999998,193.9999999,688.9999996,3250
1/6/2015 22:00,0,13.99999963,0,64.99999997,110,416.0000007,193.0000001,687,3077
1/6/2015 23:00,0,13.99999963,0,64.99999997,110,430.0000007,193.0000001,687,3150
1/7/2015 0:00,0,15.00000047,0,64.99999997,110,379.0000002,193.0000001,687.9999998,2764
1/7/2015 1:00,0,12.9999998,0,64.99999997,110,460.9999992,192,687,2803
1/7/2015 2:00,0,15.00000047,0,64.99999997,110,488.0000004,190.9999999,687.9999998,2802
1/7/2015 3:00,0,13.99999963,0,64.99999997,110,446.9999991,190.9999999,687,2597
1/7/2015 4:00,0,15.00000047,0,64.99999997,110,497.9999997,190.9999999,683.9999998,2629
1/7/2015 5:00,0,12.9999998,0,64.99999997,110,491.9999994,190.9999999,683.9999998,2871
1/7/2015 6:00,0,13.99999963,0,64.99999997,112,450.9999999,192,682.9999999,2998
1/7/2015 7:00,153,266.9999998,202,64.99999997,110,1055,190.0000001,688.9999996,3017
1/7/2015 8:00,166,779.0000003,284.0000002,64.99999997,117.9999999,1079.000001,193.9999999,690.0000003,2648
1/7/2015 9:00,162,917.9999997,277.0000001,64.99999997,152.0000001,1247,271.0000001,690.0000003,61
1/7/2015 10:00,162,967.0000005,274.9999999,64.99999997,147,1221.000001,262.0000001,695.0000002,61
1/7/2015 11:00,163,964,280.0000001,64.99999997,154.9999999,1236,277.9999999,695.0000002,62
1/7/2015 12:00,166,980.0000003,320.0000001,64.99999997,156,1225,271.9999999,692.9999997,61
1/7/2015 13:00,160,989.9999996,293,64.99999997,158,1203,321,690.0000003,61
1/7/2015 14:00,157,1012,311.9999999,64.99999997,150.9999999,1137.000001,283.9999999,691.9999999,62
1/7/2015 15:00,165,985.0000004,318.9999999,64.99999997,150.0000001,1059.000001,271.9999999,690.0000003,62
1/7/2015 16:00,166,929.9999997,311.0000002,64.99999997,156,1119,276,690.0000003,63
1/7/2015 17:00,165,964,321.9999999,64.99999997,150.0000001,1023.000001,283.9999999,690.0000003,1632
1/7/2015 18:00,165,863,333,64.99999997,132.9999999,1130,244.9999999,690.0000003,3406
1/7/2015 19:00,165,678.0000003,239,64.99999997,119.0000001,480.9999995,216,687,3361
1/7/2015 20:00,30,19.99999961,34.00000004,64.99999997,110.9999999,394.9999997,184.0000001,682.0000001,3316
1/7/2015 21:00,7,92.00000045,14.00000006,52.00000002,110.9999999,371.9999992,157.9999999,682.9999999,2505
1/7/2015 22:00,0,12.9999998,0,64.99999997,110.9999999,407.9999991,157.9999999,682.9999999,3304
1/7/2015 23:00,0,13.99999963,0,64.99999997,110,379.0000002,157.9999999,682.9999999,2945
1/8/2015 0:00,0,12.9999998,0,64.99999997,110.9999999,404.0000001,157.9999999,682.0000001,2930
1/8/2015 1:00,0,13.99999963,0,64.99999997,110.9999999,446.9999991,157.9999999,682.9999999,2866
1/8/2015 2:00,0,13.99999963,0,64.99999997,110,438.0000005,157.9999999,683.9999998,2774
1/8/2015 3:00,0,12.9999998,0,64.99999997,110,479,157.0000001,682.9999999,2687
1/8/2015 4:00,0,10.00000031,0,64.99999997,110,450.9999999,159,682.9999999,2682
1/8/2015 5:00,0,9.000000486,0,64.99999997,112,466.0000006,159,682.0000001,2873
1/8/2015 6:00,0,9.000000486,0,64.99999997,110,469.0000008,156,682.9999999,3059
1/8/2015 7:00,150,244.9999996,198,64.99999997,110,992.0000004,157.0000001,687.9999998,3227
1/8/2015 8:00,48,231.9999998,79.99999992,19.00000002,22.00000001,246.9999994,66,173.0000004,631
1/8/2015 9:00,158,991.0000004,313,64.99999997,114,1296.000001,214.9999999,696,382
1/8/2015 10:00,163,964,294.9999999,64.99999997,128.9999999,1156,229.9999999,722,61
1/8/2015 11:00,144,933.0000002,249,64.99999997,123,1089,214.9999999,656.9999999,61
1/8/2015 12:00,144,929.9999997,301.9999999,64.99999997,123,1103,246,704.9999999,63
1/8/2015 13:00,145,983.9999996,276,64.99999997,110,1273,247.0000001,708.0000002,63
1/8/2015 14:00,150,1017,269,64.99999997,112,1158,241.9999999,700.9999999,64
1/8/2015 15:00,157,962.0000003,283.0000001,64.99999997,116,1095.999999,232.0000001,696.9999998,64
1/8/2015 16:00,165,904.0000001,336,64.99999997,128.0000001,1073.999999,250.9999999,691.0000001,63
1/8/2015 17:00,165,903.0000003,354.9999998,64.99999997,134.9999999,1013,249,692.9999997,934
1/8/2015 18:00,165,969.9999999,348.9999999,64.99999997,139.9999999,1054.000001,229.9999999,691.9999999,3415
1/8/2015 19:00,114,195.9999998,132.0000001,64.99999997,86.9999999,399.9999993,190.9999999,687,3350
1/8/2015 20:00,148,568.9999998,196.9999998,64.99999997,97.9999999,435.9999992,181.9999999,687.9999998,3385
1/8/2015 21:00,0,16.0000003,0,64.99999997,88.00000003,391.9999996,145.9999999,682.0000001,3315
1/8/2015 22:00,0,15.00000047,0,64.99999997,88.00000003,385.0000005,144,682.0000001,3049
1/8/2015 23:00,0,15.00000047,0,64.99999997,86.9999999,410.9999992,144,682.0000001,3099
1/9/2015 0:00,0,15.00000047,0,64.99999997,88.00000003,365.0000001,144,681.0000003,2903
1/9/2015 1:00,0,15.00000047,0,64.99999997,88.00000003,441.9999995,145.0000001,682.0000001,2804
1/9/2015 2:00,0,12.9999998,0,64.99999997,86.9999999,475.9999999,144,682.9999999,2904
1/9/2015 3:00,0,13.99999963,0,64.99999997,86.9999999,429.0000001,144,681.0000003,2820
1/9/2015 4:00,0,13.99999963,0,64.99999997,86.9999999,468.0000001,144,682.9999999,2961
1/9/2015 5:00,0,18.99999978,0,64.99999997,86.9999999,468.0000001,145.0000001,682.0000001,3002
1/9/2015 6:00,0,13.99999963,0,64.99999997,86.9999999,438.0000005,144,682.9999999,3062
1/9/2015 7:00,151,210.0000005,196.0000001,64.99999997,86.9999999,1037.000001,142.9999999,687.9999998,3200
1/9/2015 8:00,149,918.9999996,287.9999999,74,110,1142,165,692.9999997,1807
1/9/2015 9:00,140,864.9999997,293,64.99999997,139.0000001,1360.999999,210,692.9999997,51
1/9/2015 10:00,162,968.0000003,344.9999998,64.99999997,148.0000001,1260.000001,223.9999999,694.0000003,61
1/9/2015 11:00,166,981.9999999,284.0000002,64.99999997,136,1167,235.0000001,691.9999999,62
1/9/2015 12:00,166,997.0000004,321.0000002,64.99999997,150.0000001,1095.999999,252,692.9999997,62
1/9/2015 13:00,166,975.9999999,340,64.99999997,147,1357.000001,252,695.0000002,61
1/9/2015 14:00,166,991.0000004,259,64.99999997,150.0000001,1209,252,699.0000002,62
1/9/2015 15:00,166,983.9999996,337.0000001,64.99999997,161.0000001,1078,313.0000001,695.0000002,61
1/9/2015 16:00,165,962.0000003,317.9999998,64.99999997,171,1140.999999,286.0000001,695.0000002,61
1/9/2015 17:00,166,948.9999995,355.9999999,64.99999997,162,1045.999999,294,696,723
1/9/2015 18:00,165,928.0000001,347.0000001,64.99999997,139.0000001,1042,241.9999999,692.9999997,3443
1/9/2015 19:00,165,624.0000005,219,64.99999997,114,497.0000009,202.0000001,691.9999999,3409
1/9/2015 20:00,54,23.99999994,59.99999994,64.99999997,108.9999999,397.9999998,178.0000001,687.9999998,3393
1/9/2015 21:00,0,0,0,64.99999997,106.9999999,368.0000003,156,687,3321
1/9/2015 22:00,0,0,0,64.99999997,106.9999999,357.9999992,156,687,3215
1/9/2015 23:00,0,0,0,64.99999997,106.0000001,371.0000004,156,687,3081
1/10/2015 0:00,0,7.999999641,0,64.99999997,110.9999999,399.0000005,147,681.0000003,3011
1/10/2015 1:00,0,0,0,64.99999997,112,405.9999996,147,682.0000001,3015
1/10/2015 2:00,0,0,0,64.99999997,110,419.0000008,145.9999999,679.9999997,2829
1/10/2015 3:00,0,0,0,64.99999997,110,379.0000002,145.9999999,682.9999999,2679
1/10/2015 4:00,0,3.000000501,0,64.99999997,110,421.9999991,145.9999999,682.9999999,2758
1/10/2015 5:00,0,3.000000501,0,64.99999997,110.9999999,397.9999998,147,682.9999999,2943
1/10/2015 6:00,0,3.000000501,0,64.99999997,110.9999999,397.9999998,147,682.0000001,2911
1/10/2015 7:00,157,6.999999813,173.9999999,64.99999997,110,976.9999997,145.0000001,687.9999998,3255
1/10/2015 8:00,165,380.9999996,233.0000001,64.99999997,116,986.0000001,153,690.0000003,206
1/10/2015 9:00,159,979.0000004,333,64.99999997,145.9999999,1300,259.9999999,687.9999998,60
1/10/2015 10:00,158,964,324.0000001,64.99999997,172.0000001,1114,271.9999999,691.0000001,61
1/10/2015 11:00,165,953.9999996,334.0000001,64.99999997,174.0000001,1045,265.0000001,691.0000001,62
1/10/2015 12:00,165,975.0000001,321.9999999,64.99999997,159.0000001,1223,265.9999999,691.0000001,63
1/10/2015 13:00,165,987.0000001,344.9999998,64.99999997,165.0000001,1066,291,692.9999997,63
1/10/2015 14:00,165,987.0000001,324.0000001,64.99999997,169,1089,277.0000001,691.9999999,62
1/10/2015 15:00,165,958.9999998,341.9999999,64.99999997,160,1016,283.0000001,691.9999999,63
1/10/2015 16:00,165,817.9999997,287.0000001,64.99999997,114,1023.000001,223.9999999,694.0000003,46
1/10/2015 17:00,37,0,42.00000018,64.99999997,106.0000001,377.0000007,190.9999999,692.9999997,1082
1/10/2015 18:00,0,0,0,64.99999997,106.0000001,394.0000009,154.0000001,686.0000002,3368
1/10/2015 19:00,128,503.9999998,173.9999999,64.99999997,116,344.9999998,153,690.0000003,3324
1/10/2015 20:00,21,17.00000013,25.00000016,68.00000001,106.9999999,379.0000002,148.0000001,687,3468
1/10/2015 21:00,20,123.0000002,42.99999992,64.99999997,108.9999999,347.9999999,147,687,3251
1/10/2015 22:00,0,0,0,64.99999997,106.9999999,369.9999997,147,686.0000002,3093
1/10/2015 23:00,0,0,0,64.99999997,106.0000001,377.9999995,147,687,3134
1/11/2015 0:00,0,0,0,64.99999997,134.9999999,380.0000008,180,687.9999998,2900
1/11/2015 1:00,0,0,0,64.99999997,106.0000001,413.0000006,147,687.9999998,2939
1/11/2015 2:00,0,1.999999656,0,64.99999997,106.0000001,411.9999999,147,688.9999996,2852
1/11/2015 3:00,0,0,0,64.99999997,106.0000001,438.9999993,145.9999999,688.9999996,2744
1/11/2015 4:00,0,0,0,64.99999997,106.0000001,444.0000008,145.9999999,686.0000002,2633
1/11/2015 5:00,0,0,0,64.99999997,106.0000001,407.0000003,145.9999999,683.9999998,2622
1/11/2015 6:00,0,0,0,64.99999997,106.0000001,444.0000008,145.9999999,683.9999998,2710
1/11/2015 7:00,0,0,0,64.99999997,106.0000001,416.0000007,145.9999999,691.0000001,2150
1/11/2015 8:00,0,0,0,64.99999997,106.0000001,433.9999997,145.9999999,692.9999997,45
1/11/2015 9:00,0,0,0,64.99999997,106.0000001,444.0000008,145.9999999,691.9999999,45
1/11/2015 10:00,0,35.99999991,0,64.99999997,106.9999999,405.9999996,147,692.9999997,46
1/11/2015 11:00,86,55.99999952,95.99999983,64.99999997,106.9999999,446.9999991,148.0000001,691.9999999,46
1/11/2015 12:00,53,96.99999959,58.99999983,64.99999997,106.0000001,444.9999996,145.9999999,691.9999999,46
1/11/2015 13:00,107,134.0000003,119.9999999,64.99999997,106.0000001,376,145.9999999,694.0000003,46
1/11/2015 14:00,110,47.00000005,122.0000001,64.99999997,106.0000001,377.0000007,145.9999999,694.0000003,46
1/11/2015 15:00,105,110.0000004,116.9999999,64.99999997,106.0000001,376,145.9999999,695.0000002,46
1/11/2015 16:00,58,69.00000034,64.00000001,64.99999997,106.0000001,338.0000007,145.9999999,691.0000001,46
1/11/2015 17:00,79,0,89.00000017,64.99999997,106.0000001,376,145.9999999,691.0000001,904
1/11/2015 18:00,0,0,0,64.99999997,106.0000001,372.9999999,145.9999999,686.0000002,3321
1/11/2015 19:00,0,0,0,64.99999997,106.0000001,343.0000003,147,683.9999998,3335
1/11/2015 20:00,0,0,0,64.99999997,106.9999999,379.0000002,147,686.0000002,3315
1/11/2015 21:00,21,151.0000005,48.99999984,64.99999997,106.0000001,366.0000008,145.9999999,687,3238
1/11/2015 22:00,0,0,0,64.99999997,106.0000001,347.9999999,145.9999999,691.0000001,3109
1/11/2015 23:00,0,0,0,64.99999997,106.0000001,377.0000007,145.9999999,687,2898
1/12/2015 0:00,0,3.000000501,0,64.99999997,106.0000001,401,147,687,2824
1/12/2015 1:00,0,0,0,64.99999997,106.0000001,477.0000005,145.9999999,687,2633
1/12/2015 2:00,0,0,0,64.99999997,106.0000001,407.0000003,145.9999999,687.9999998,2600
1/12/2015 3:00,0,0,0,66.00000001,106.0000001,444.0000008,145.9999999,687,2603
1/12/2015 4:00,0,0,0,64.99999997,106.0000001,444.0000008,145.9999999,682.9999999,2637
1/12/2015 5:00,0,0,0,64.99999997,106.0000001,405.0000008,145.9999999,682.9999999,2762
1/12/2015 6:00,0,0,0,64.99999997,106.0000001,444.9999996,145.9999999,682.0000001,3103
1/12/2015 7:00,156,40.00000024,180.9999999,64.99999997,106.0000001,1003.999999,145.9999999,691.0000001,3138
1/12/2015 8:00,164,951.0000002,307.0000001,64.99999997,117.9999999,1087.999999,208.9999999,692.9999997,85
1/12/2015 9:00,165,979.0000004,320.0000001,64.99999997,143.9999999,1247,265.9999999,691.0000001,61
1/12/2015 10:00,164,940,331.9999999,64.99999997,156,1130,274.0000001,687.9999998,61
1/12/2015 11:00,165,928.0000001,299,64.99999997,149,1279,256.0000001,690.0000003,61
