,AHU1 Lighting,AHU2 Lighting,AHU3 Lighting,AHU4 Lighting,AHU1 Plugs,AHU2 Plugs,AHU3 Plugs,AHU4 Plugs,Trans Fan,Ext Lights
2/7/2015 20:00,0.058,0.031,0.065,0.065,0.677,0.36,0.164,0.687,0.889952153,0.904552935
2/7/2015 21:00,0,0.001,0,0.065,0.665,0.334,0.16,0.687,0.892344498,0.899067471
2/7/2015 22:00,0,0.005,0,0.065,0.622,0.357,0.16,0.685,0.892344498,0.883708173
2/7/2015 23:00,0,0.003,0,0.065,0.623,0.462,0.16,0.687,0.894736842,0.855458036
2/8/2015 0:00,0,0,0,0.065,0.657,0.41,0.203,0.687,0.897129187,0.832144816
2/8/2015 1:00,0,0,0,0.065,0.618,0.391,0.158,0.686,0.894736842,0.782501371
2/8/2015 2:00,0,0.003,0,0.065,0.619,0.431,0.158,0.688,0.901913876,0.794295118
2/8/2015 3:00,0,0.01,0,0.065,0.619,0.394,0.158,0.688,0.90430622,0.769061986
2/8/2015 4:00,0,0.011,0,0.065,0.618,0.42,0.158,0.687,0.899521531,0.7331322
2/8/2015 5:00,0,0.01,0,0.065,0.622,0.42,0.158,0.688,0.899521531,0.762205156
2/8/2015 6:00,0,0.012,0,0.065,0.619,0.431,0.158,0.682,0.897129187,0.769610532
2/8/2015 7:00,0,0.003,0,0.065,0.626,0.393,0.158,0.691,0.897129187,0.611903456
2/8/2015 8:00,0,0.01,0,0.065,0.624,0.426,0.158,0.689,0.889952153,0.012342293
2/8/2015 9:00,0,0.012,0,0.065,0.629,0.429,0.158,0.688,0.88277512,0.012342293
2/8/2015 10:00,0,0.091,0,0.065,0.634,0.422,0.159,0.692,0.880382775,0.012342293
2/8/2015 11:00,0,0.137,0,0.065,0.632,0.421,0.16,0.69,0.887559809,0.012616566
2/8/2015 12:00,0,0.128,0,0.065,0.637,0.398,0.16,0.69,0.887559809,0.012616566
2/8/2015 13:00,0.029,0.133,0.029,0.065,0.627,0.398,0.158,0.691,0.885167464,0.012616566
2/8/2015 14:00,0.137,0.14,0.113,0.065,0.632,0.36,0.158,0.69,0.880382775,0.012616566
2/8/2015 15:00,0.161,0.091,0.142,0.065,0.635,0.36,0.158,0.692,0.877990431,0.012616566
2/8/2015 16:00,0.083,0.012,0.076,0.065,0.628,0.352,0.158,0.693,0.880382775,0.012616566
2/8/2015 17:00,0.124,0.166,0.12,0.065,0.631,0.351,0.158,0.69,0.885167464,0.271530444
2/8/2015 18:00,0.153,0.019,0.134,0.065,0.628,0.343,0.158,0.688,0.875598086,0.844212836
2/8/2015 19:00,0.098,0.01,0.079,0.065,0.627,0.343,0.157,0.686,0.870813397,0.91799232
2/8/2015 20:00,0.001,0.011,0,0.065,0.629,0.361,0.162,0.685,0.877990431,0.908118486
2/8/2015 21:00,0,0.011,0,0.065,0.633,0.362,0.16,0.685,0.885167464,0.904278662
2/8/2015 22:00,0,0.01,0,0.065,0.621,0.354,0.16,0.684,0.889952153,0.886725178
2/8/2015 23:00,0,0.008,0,0.065,0.622,0.354,0.16,0.684,0.892344498,0.821996709
2/9/2015 0:00,0,0.01,0,0.065,0.623,0.345,0.16,0.684,0.892344498,0.837904553
2/9/2015 1:00,0,0.003,0,0.065,0.619,0.369,0.159,0.682,0.897129187,0.758639605
2/9/2015 2:00,0,0.009,0,0.065,0.618,0.426,0.158,0.682,0.897129187,0.715578716
2/9/2015 3:00,0,0.009,0,0.065,0.618,0.42,0.158,0.681,0.894736842,0.741908941
2/9/2015 4:00,0,0.009,0,0.065,0.618,0.419,0.158,0.682,0.894736842,0.74355458
2/9/2015 5:00,0,0.005,0,0.065,0.618,0.429,0.158,0.682,0.877990431,0.781952825
2/9/2015 6:00,0,0.013,0,0.065,0.626,0.417,0.157,0.682,0.870813397,0.850521119
2/9/2015 7:00,0.183,0.235,0.19,0.065,0.626,0.951,0.159,0.69,0.873205742,0.86012068
2/9/2015 8:00,0.223,0.838,0.284,0.065,0.632,1.244,0.223,0.691,0.875598086,0.016456391
2/9/2015 9:00,0.223,0.86,0.32,0.065,0.687,1.228,0.236,0.689,0.877990431,0.016730664
2/9/2015 10:00,0.222,0.84,0.271,0.065,0.715,1.037,0.239,0.69,0.885167464,0.016730664
2/9/2015 11:00,0.221,0.87,0.273,0.065,0.726,1.254,0.273,0.697,0.889952153,0.016730664
2/9/2015 12:00,0.222,0.875,0.339,0.065,0.761,1.353,0.251,0.691,0.887559809,0.016730664
2/9/2015 13:00,0.207,0.869,0.325,0.065,0.746,1.271,0.251,0.692,0.877990431,0.017004937
2/9/2015 14:00,0.216,0.859,0.3,0.065,0.707,1.129,0.241,0.69,0.873205742,0.017004937
2/9/2015 15:00,0.223,0.834,0.339,0.065,0.726,1.03,0.236,0.691,0.877990431,0.016730664
2/9/2015 16:00,0.222,0.852,0.326,0.065,0.73,1.04,0.235,0.697,0.88277512,0.016730664
2/9/2015 17:00,0.227,0.855,0.308,0.065,0.768,0.98,0.227,0.694,0.918660287,0.304168952
2/9/2015 18:00,0.22,0.854,0.323,0.065,0.726,1.025,0.212,0.688,0.88277512,0.92484915
2/9/2015 19:00,0.194,0.527,0.216,0.065,0.695,0.371,0.19,0.686,0.88277512,0.912506857
2/9/2015 20:00,0.001,0.004,0,0.065,0.68,0.399,0.183,0.681,0.889952153,0.903181569
2/9/2015 21:00,0,0.003,0,0.065,0.633,0.344,0.178,0.682,0.892344498,0.893033461
2/9/2015 22:00,0,0.006,0,0.065,0.623,0.377,0.18,0.681,0.892344498,0.877948437
2/9/2015 23:00,0,0.003,0,0.065,0.625,0.329,0.177,0.681,0.894736842,0.816511245
2/10/2015 0:00,0,0.007,0,0.065,0.623,0.375,0.178,0.682,0.894736842,0.789906747
2/10/2015 1:00,0,0.006,0,0.065,0.621,0.394,0.175,0.683,0.892344498,0.736697751
2/10/2015 2:00,0,0.002,0,0.065,0.622,0.405,0.175,0.683,0.897129187,0.721338453
2/10/2015 3:00,0,0.005,0,0.065,0.622,0.438,0.175,0.683,0.892344498,0.717772902
2/10/2015 4:00,0,0.004,0,0.065,0.622,0.402,0.174,0.683,0.889952153,0.722984092
2/10/2015 5:00,0,0.002,0,0.065,0.622,0.427,0.175,0.684,0.88277512,0.779210093
2/10/2015 6:00,0,0.005,0,0.065,0.623,0.43,0.175,0.682,0.870813397,0.833790455
2/10/2015 7:00,0.185,0.158,0.182,0.065,0.631,0.954,0.175,0.693,0.873205742,0.463247394
2/10/2015 8:00,0.196,0.855,0.28,0.065,0.694,1.223,0.212,0.692,0.877990431,0.016456391
2/10/2015 9:00,0.222,0.842,0.304,0.065,0.742,1.081,0.22,0.692,0.842105263,0.016456391
2/10/2015 10:00,0.22,0.888,0.319,0.065,0.762,1.1,0.234,0.693,0.009569378,0.016730664
2/10/2015 11:00,0.163,0.882,0.297,0.065,0.769,1.088,0.255,0.69,0.009569378,0.016730664
2/10/2015 12:00,0.153,0.847,0.293,0.065,0.793,1.075,0.245,0.691,0.009569378,0.017004937
2/10/2015 13:00,0.144,0.859,0.29,0.065,0.772,1.129,0.265,0.695,0.009569378,0.017004937
2/10/2015 14:00,0.166,0.911,0.309,0.065,0.778,1.03,0.252,0.692,0.009569378,0.017004937
2/10/2015 15:00,0.202,0.901,0.293,0.065,0.771,1.04,0.242,0.694,0.009569378,0.017004937
2/10/2015 16:00,0.176,0.862,0.318,0.065,0.784,0.97,0.226,0.697,0.009569378,0.017004937
2/10/2015 17:00,0.203,0.829,0.343,0.065,0.765,0.967,0.209,0.7,0.009569378,0.279484366
2/10/2015 18:00,0.171,0.721,0.342,0.065,0.704,1.015,0.197,0.705,0.009569378,0.848601207
2/10/2015 19:00,0.166,0.465,0.236,0.065,0.687,0.365,0.181,0.693,0.009569378,0.930608886
2/10/2015 20:00,0.036,0.015,0.04,0.065,0.644,0.412,0.2,0.688,0.009569378,0.91278113
2/10/2015 21:00,0,0.015,0,0.065,0.626,0.333,0.178,0.688,0.007177033,0.910861218
2/10/2015 22:00,0,0.015,0,0.065,0.623,0.361,0.176,0.686,0.009569378,0.879045529
2/10/2015 23:00,0,0.015,0,0.065,0.623,0.347,0.179,0.687,0.009569378,0.845858475
2/11/2015 0:00,0,0.014,0,0.065,0.622,0.349,0.178,0.687,0.009569378,0.82556226
2/11/2015 1:00,0,0.014,0,0.065,0.619,0.386,0.176,0.688,0.009569378,0.785792649
2/11/2015 2:00,0,0.015,0,0.065,0.618,0.404,0.176,0.688,0.009569378,0.781678552
2/11/2015 3:00,0,0.014,0,0.065,0.635,0.434,0.176,0.687,0.009569378,0.727372463
2/11/2015 4:00,0,0.015,0,0.065,0.627,0.392,0.176,0.689,0.009569378,0.770159078
2/11/2015 5:00,0,0.014,0,0.065,0.655,0.443,0.176,0.689,0.009569378,0.827482172
2/11/2015 6:00,0,0.014,0,0.065,0.625,0.389,0.176,0.689,0.007177033,0.885353812
2/11/2015 7:00,0.087,0.015,0.098,0.065,0.651,0.995,0.175,0.694,0.009569378,0.416072408
2/11/2015 8:00,0.16,0.777,0.303,0.065,0.656,1.225,0.212,0.689,0.009569378,0.012890839
2/11/2015 9:00,0.165,0.808,0.263,0.065,0.712,1.161,0.221,0.69,0.009569378,0.016456391
2/11/2015 10:00,0.156,0.819,0.272,0.065,0.728,1.054,0.216,0.713,0.009569378,0.016730664
2/11/2015 11:00,0.171,0.817,0.283,0.065,0.735,1.1,0.276,0.743,0.009569378,0.016730664
2/11/2015 12:00,0.163,0.812,0.241,0.065,0.761,1.052,0.243,0.72,0.009569378,0.017004937
2/11/2015 13:00,0.13,0.846,0.279,0.065,0.749,1.188,0.216,0.711,0.009569378,0.01727921
2/11/2015 14:00,0.118,0.837,0.295,0.065,0.701,1.147,0.237,0.707,0.009569378,0.01727921
2/11/2015 15:00,0.13,0.819,0.287,0.065,0.754,0.985,0.226,0.709,0.009569378,0.01727921
2/11/2015 16:00,0.135,0.827,0.329,0.065,0.734,1.007,0.227,0.702,0.009569378,0.01727921
2/11/2015 17:00,0.172,0.819,0.328,0.065,0.737,0.997,0.226,0.697,0.009569378,0.251782776
2/11/2015 18:00,0.181,0.783,0.331,0.065,0.726,1.007,0.215,0.695,0.007177033,0.863686231
2/11/2015 19:00,0.128,0.209,0.156,0.065,0.688,0.373,0.181,0.686,0.009569378,0.935545804
2/11/2015 20:00,0,0,0,0.065,0.659,0.394,0.18,0.682,0.009569378,0.909215579
2/11/2015 21:00,0,0.004,0,0.065,0.626,0.324,0.179,0.682,0.009569378,0.919637959
2/11/2015 22:00,0,0.002,0,0.065,0.623,0.373,0.177,0.683,0.009569378,0.907844213
2/11/2015 23:00,0,0.002,0,0.065,0.62,0.323,0.177,0.682,0.009569378,0.841470104
2/12/2015 0:00,0,0.006,0,0.065,0.621,0.375,0.177,0.682,0.009569378,0.829402084
2/12/2015 1:00,0,0.002,0,0.065,0.619,0.347,0.176,0.683,0.009569378,0.811574328
2/12/2015 2:00,0,0.002,0,0.065,0.617,0.443,0.176,0.683,0.009569378,0.785518376
2/12/2015 3:00,0,0.004,0,0.065,0.617,0.389,0.176,0.684,0.009569378,0.733955019
2/12/2015 4:00,0,0.004,0,0.065,0.617,0.443,0.176,0.682,0.009569378,0.776467361
2/12/2015 5:00,0,0.002,0,0.065,0.623,0.389,0.176,0.682,0.007177033,0.816511245
2/12/2015 6:00,0,0.005,0,0.065,0.62,0.442,0.176,0.683,0.009569378,0.87822271
2/12/2015 7:00,0.102,0.008,0.114,0.065,0.624,0.945,0.175,0.691,0.009569378,0.411684037
2/12/2015 8:00,0.175,0.739,0.299,0.065,0.64,1.167,0.202,0.69,0.009569378,0.015907844
2/12/2015 9:00,0.166,0.812,0.264,0.065,0.674,1.12,0.225,0.691,0.009569378,0.016730664
2/12/2015 10:00,0.164,0.818,0.32,0.065,0.745,1.184,0.227,0.691,0.009569378,0.016730664
2/12/2015 11:00,0.146,0.79,0.282,0.065,0.757,1.056,0.231,0.692,0.007177033,0.017004937
2/12/2015 12:00,0.159,0.81,0.278,0.065,0.731,1.246,0.24,0.694,0.009569378,0.01727921
2/12/2015 13:00,0.12,0.805,0.293,0.065,0.734,1.175,0.239,0.692,0.009569378,0.01727921
2/12/2015 14:00,0.138,0.82,0.32,0.042,0.722,1.084,0.234,0.691,0.014354067,0.01727921
2/12/2015 15:00,0.163,0.817,0.33,0.065,0.75,1.13,0.214,0.692,0.009569378,0.01727921
2/12/2015 16:00,0.157,0.767,0.289,0.065,0.733,0.999,0.217,0.692,0.007177033,0.01727921
2/12/2015 17:00,0.194,0.792,0.327,0.065,0.737,1.017,0.224,0.693,0.009569378,0.220789907
2/12/2015 18:00,0.166,0.777,0.35,0.065,0.729,0.974,0.2,0.693,0.009569378,0.908667032
2/12/2015 19:00,0.165,0.399,0.214,0.065,0.684,0.525,0.226,0.688,0.009569378,0.93527153
2/12/2015 20:00,0.069,0.114,0.09,0.065,0.649,0.352,0.164,0.686,0.009569378,0.911135491
2/12/2015 21:00,0,0,0,0.065,0.624,0.382,0.162,0.682,0.009569378,0.868623149
2/12/2015 22:00,0,0.004,0,0.065,0.622,0.324,0.161,0.682,0.009569378,0.907844213
2/12/2015 23:00,0,0.002,0,0.065,0.622,0.361,0.161,0.683,0.009569378,0.823916621
2/13/2015 0:00,0,0.009,0,0.065,0.621,0.349,0.162,0.683,0.009569378,0.828030719
2/13/2015 1:00,0,0.004,0,0.065,0.62,0.373,0.161,0.684,0.007177033,0.794843664
2/13/2015 2:00,0,0.005,0,0.065,0.617,0.426,0.16,0.683,0.009569378,0.781130005
2/13/2015 3:00,0,0.003,0,0.065,0.618,0.401,0.16,0.685,0.009569378,0.74355458
2/13/2015 4:00,0,0,0,0.063,0.619,0.434,0.16,0.684,0.009569378,0.771256171
2/13/2015 5:00,0,0.004,0,0.065,0.621,0.398,0.16,0.684,0.009569378,0.853263851
2/13/2015 6:00,0,0.009,0,0.065,0.623,0.438,0.16,0.684,0.009569378,0.876851344
2/13/2015 7:00,0.104,0.011,0.117,0.065,0.631,0.945,0.159,0.692,0.009569378,0.45337356
2/13/2015 8:00,0.165,0.812,0.315,0.065,0.706,1.249,0.196,0.691,0.009569378,0.016182117
2/13/2015 9:00,0.165,0.793,0.294,0.065,0.762,1.194,0.231,0.692,0.009569378,0.016456391
2/13/2015 10:00,0.148,0.81,0.282,0.065,0.76,1.191,0.221,0.693,0.009569378,0.016730664
2/13/2015 11:00,0.145,0.806,0.282,0.065,0.776,1.081,0.228,0.694,0.009569378,0.017004937
2/13/2015 12:00,0.144,0.82,0.248,0.065,0.759,1.206,0.214,0.695,0.009569378,0.017004937
2/13/2015 13:00,0.121,0.82,0.294,0.065,0.745,1.199,0.214,0.695,0.009569378,0.017004937
2/13/2015 14:00,0.131,0.82,0.314,0.065,0.76,1.185,0.221,0.694,0.009569378,0.01727921
2/13/2015 15:00,0.133,0.81,0.336,0.065,0.76,1.039,0.232,0.695,0.009569378,0.01727921
2/13/2015 16:00,0.159,0.793,0.317,0.065,0.791,1.031,0.213,0.697,0.009569378,0.017004937
2/13/2015 17:00,0.173,0.793,0.294,0.065,0.79,1.139,0.24,0.696,0.009569378,0.193911135
2/13/2015 18:00,0.166,0.772,0.349,0.065,0.739,1.015,0.209,0.697,0.009569378,0.928688974
2/13/2015 19:00,0.089,0.115,0.088,0.065,0.693,0.411,0.176,0.689,0.009569378,0.943499726
2/13/2015 20:00,0.166,0.619,0.235,0.065,0.682,0.371,0.179,0.694,0.009569378,0.934997257
2/13/2015 21:00,0.027,0.004,0.03,0.065,0.706,0.38,0.178,0.687,0.009569378,0.919637959
2/13/2015 22:00,0,0.006,0,0.065,0.751,0.352,0.176,0.688,0.009569378,0.916346681
2/13/2015 23:00,0,0.007,0,0.065,0.725,0.361,0.177,0.688,0.009569378,0.891936369
2/14/2015 0:00,0,0.002,0,0.065,0.724,0.354,0.177,0.688,0.009569378,0.840373012
2/14/2015 1:00,0,0.002,0,0.065,0.722,0.355,0.178,0.69,0.009569378,0.840098738
2/14/2015 2:00,0,0.005,0,0.065,0.721,0.422,0.178,0.689,0.009569378,0.796763577
2/14/2015 3:00,0,0.005,0,0.065,0.723,0.398,0.178,0.69,0.009569378,0.800603401
2/14/2015 4:00,0,0.002,0,0.065,0.72,0.321,0.178,0.689,0.009569378,0.768787713
2/14/2015 5:00,0,0.006,0,0.065,0.721,0.368,0.178,0.689,0.009569378,0.770433352
2/14/2015 6:00,0,0.002,0,0.065,0.716,0.345,0.178,0.69,0.009569378,0.800603401
2/14/2015 7:00,0,0.006,0,0.065,0.725,0.901,0.177,0.695,0.009569378,0.381788261
2/14/2015 8:00,0.089,0.273,0.149,0.065,0.728,1.067,0.183,0.69,0.009569378,0.01206802
2/14/2015 9:00,0.163,0.789,0.282,0.065,0.759,1.014,0.221,0.692,0.009569378,0.016456391
2/14/2015 10:00,0.152,0.775,0.302,0.065,0.78,1.065,0.213,0.692,0.007177033,0.016456391
2/14/2015 11:00,0.145,0.794,0.285,0.065,0.775,1.061,0.232,0.691,0.009569378,0.016730664
2/14/2015 12:00,0.148,0.815,0.297,0.065,0.775,1.108,0.22,0.692,0.009569378,0.017004937
2/14/2015 13:00,0.129,0.772,0.236,0.065,0.776,1.133,0.221,0.69,0.009569378,0.017004937
2/14/2015 14:00,0.12,0.818,0.294,0.065,0.752,1.045,0.232,0.689,0.009569378,0.017004937
2/14/2015 15:00,0.134,0.799,0.289,0.065,0.753,1.084,0.221,0.688,0.009569378,0.017004937
2/14/2015 16:00,0.174,0.688,0.269,0.065,0.714,1.022,0.187,0.69,0.009569378,0.012616566
2/14/2015 17:00,0.055,0.103,0.07,0.065,0.693,0.406,0.148,0.688,0.009569378,0.160449808
2/14/2015 18:00,0,0.002,0,0.065,0.658,0.4,0.148,0.682,0.009569378,0.912506857
2/14/2015 19:00,0.15,0.458,0.209,0.065,0.642,0.354,0.153,0.683,0.009569378,0.915249589
2/14/2015 20:00,0.017,0.007,0.019,0.065,0.633,0.38,0.153,0.68,0.009569378,0.902907296
2/14/2015 21:00,0,0.009,0,0.065,0.625,0.38,0.15,0.68,0.009569378,0.866703236
2/14/2015 22:00,0,0.009,0,0.065,0.627,0.354,0.15,0.68,0.007177033,0.867526056
2/14/2015 23:00,0,0.011,0,0.065,0.647,0.391,0.151,0.68,0.009569378,0.831870543
2/15/2015 0:00,0,0.013,0,0.065,0.744,0.39,0.197,0.681,0.009569378,0.814042787
2/15/2015 1:00,0,0.007,0,0.065,0.713,0.418,0.148,0.683,0.009569378,0.82035107
2/15/2015 2:00,0,0.006,0,0.065,0.668,0.459,0.148,0.684,0.009569378,0.820625343
2/15/2015 3:00,0,0.004,0,0.065,0.646,0.414,0.148,0.683,0.009569378,0.7556226
2/15/2015 4:00,0,0.006,0,0.065,0.635,0.465,0.166,0.684,0.009569378,0.73230938
2/15/2015 5:00,0,0.009,0,0.065,0.628,0.422,0.146,0.683,0.009569378,0.76769062
2/15/2015 6:00,0,0.008,0,0.065,0.623,0.444,0.146,0.683,0.009569378,0.76769062
2/15/2015 7:00,0,0.008,0,0.065,0.629,0.456,0.146,0.692,0.009569378,0.364783324
2/15/2015 8:00,0,0.01,0,0.065,0.629,0.41,0.146,0.689,0.009569378,0.01206802
2/15/2015 9:00,0,0.009,0,0.065,0.638,0.456,0.146,0.688,0.009569378,0.012342293
2/15/2015 10:00,0,0.012,0,0.065,0.638,0.443,0.146,0.688,0.009569378,0.012342293
2/15/2015 11:00,0,0.013,0,0.065,0.637,0.418,0.147,0.689,0.009569378,0.012616566
2/15/2015 12:00,0,0.013,0,0.065,0.644,0.458,0.146,0.692,0.009569378,0.012616566
2/15/2015 13:00,0,0.011,0,0.065,0.646,0.409,0.146,0.689,0.009569378,0.012890839
2/15/2015 14:00,0,0.012,0,0.065,0.639,0.366,0.146,0.689,0.009569378,0.012890839
2/15/2015 15:00,0,0.013,0,0.065,0.638,0.388,0.146,0.69,0.009569378,0.012890839
2/15/2015 16:00,0,0.013,0,0.065,0.635,0.353,0.146,0.69,0.009569378,0.012890839
2/15/2015 17:00,0.027,0.1,0.037,0.068,0.633,0.368,0.146,0.692,0.009569378,0.132748217
2/15/2015 18:00,0.004,0.013,0.004,0.065,0.635,0.387,0.146,0.687,0.009569378,0.935545804
2/15/2015 19:00,0.002,0.007,0.002,0.065,0.632,0.353,0.146,0.684,0.009569378,0.909764125
2/15/2015 20:00,0.157,0.008,0.149,0.065,0.631,0.376,0.16,0.688,0.009569378,0.885079539
2/15/2015 21:00,0,0.012,0,0.065,0.648,0.382,0.148,0.683,0.009569378,0.8721887
2/15/2015 22:00,0,0.007,0,0.065,0.674,0.342,0.146,0.685,0.009569378,0.86012068
2/15/2015 23:00,0,0.009,0,0.065,0.653,0.508,0.149,0.686,0.009569378,0.834613275
2/16/2015 0:00,0,0.009,0,0.065,0.623,0.345,0.147,0.685,0.009569378,0.803894679
2/16/2015 1:00,0,0.012,0,0.065,0.625,0.413,0.146,0.687,0.009569378,0.806363138
2/16/2015 2:00,0,0.013,0,0.065,0.621,0.455,0.146,0.687,0.009569378,0.701042238
2/16/2015 3:00,0,0.009,0,0.065,0.621,0.409,0.146,0.687,0.009569378,0.713933077
2/16/2015 4:00,0,0.008,0,0.065,0.622,0.454,0.146,0.688,0.009569378,0.769336259
2/16/2015 5:00,0,0.009,0,0.065,0.622,0.456,0.146,0.686,0.009569378,0.807185957
2/16/2015 6:00,0,0.007,0,0.065,0.627,0.412,0.146,0.687,0.009569378,0.804168952
2/16/2015 7:00,0.152,0.141,0.197,0.065,0.631,1.01,0.145,0.693,0.009569378,0.393582008
2/16/2015 8:00,0.195,0.775,0.28,0.065,0.647,1.063,0.205,0.691,0.007177033,0.016182117
2/16/2015 9:00,0.17,0.799,0.279,0.065,0.723,1.157,0.232,0.691,0.009569378,0.016730664
2/16/2015 10:00,0.185,0.803,0.279,0.065,0.734,1.119,0.207,0.692,0.009569378,0.016730664
2/16/2015 11:00,0.163,0.828,0.278,0.065,0.718,1.156,0.227,0.692,0.009569378,0.016730664
2/16/2015 12:00,0.165,0.816,0.324,0.065,0.718,1.226,0.222,0.696,0.009569378,0.017004937
2/16/2015 13:00,0.15,0.806,0.326,0.065,0.73,1.112,0.236,0.7,0.009569378,0.017004937
2/16/2015 14:00,0.161,0.803,0.286,0.065,0.729,1.129,0.228,0.698,0.009569378,0.017004937
2/16/2015 15:00,0.161,0.782,0.288,0.065,0.73,1.022,0.228,0.698,0.009569378,0.017004937
2/16/2015 16:00,0.166,0.778,0.335,0.065,0.733,1.017,0.228,0.699,0.009569378,0.016730664
2/16/2015 17:00,0.188,0.86,0.35,0.071,0.709,1.018,0.21,0.702,0.009569378,0.01810203
2/16/2015 18:00,0.179,0.677,0.31,0.065,0.685,0.983,0.18,0.697,0.007177033,0.838453099
2/16/2015 19:00,0.001,0.001,0.001,0.065,0.637,0.442,0.151,0.691,0.009569378,0.928140428
2/16/2015 20:00,0,0,0,0.065,0.644,0.375,0.155,0.689,0.009569378,0.931980252
2/16/2015 21:00,0,0,0,0.065,0.625,0.402,0.151,0.69,0.009569378,0.889742183
2/16/2015 22:00,0,0,0,0.065,0.631,0.35,0.151,0.691,0.009569378,0.882062534
2/16/2015 23:00,0,0,0,0.065,0.626,0.404,0.151,0.689,0.009569378,0.875754251
2/17/2015 0:00,0,0,0,0.065,0.622,0.35,0.152,0.69,0.009569378,0.783049918
2/17/2015 1:00,0,0,0,0.065,0.622,0.426,0.149,0.689,0.009569378,0.781952825
2/17/2015 2:00,0,0,0,0.065,0.625,0.418,0.149,0.691,0.009569378,0.777838727
2/17/2015 3:00,0,0,0,0.065,0.622,0.461,0.149,0.69,0.007177033,0.741086122
2/17/2015 4:00,0,0,0,0.065,0.62,0.437,0.149,0.69,0.009569378,0.724904004
2/17/2015 5:00,0,0,0,0.065,0.622,0.434,0.149,0.69,0.009569378,0.76083379
2/17/2015 6:00,0,0,0,0.065,0.627,0.453,0.149,0.692,0.009569378,0.837081733
2/17/2015 7:00,0.15,0.193,0.196,0.065,0.628,0.976,0.149,0.697,0.009569378,0.372462973
2/17/2015 8:00,0.165,0.811,0.28,0.065,0.635,1.161,0.201,0.697,0.009569378,0.016456391
2/17/2015 9:00,0.165,0.816,0.26,0.065,0.713,1.09,0.2,0.692,0.007177033,0.016730664
2/17/2015 10:00,0.18,0.794,0.276,0.065,0.743,1.117,0.209,0.693,0.009569378,0.016730664
2/17/2015 11:00,0.16,0.787,0.294,0.065,0.752,1.107,0.224,0.694,0.009569378,0.016730664
2/17/2015 12:00,0.155,0.809,0.308,0.065,0.752,1.102,0.234,0.695,0.009569378,0.016730664
2/17/2015 13:00,0.133,0.805,0.309,0.065,0.736,1.283,0.266,0.695,0.009569378,0.016730664
2/17/2015 14:00,0.156,0.778,0.282,0.065,0.72,1.188,0.244,0.695,0.009569378,0.016730664
2/17/2015 15:00,0.154,0.8,0.333,0.065,0.764,1.017,0.233,0.694,0.009569378,0.017004937
2/17/2015 16:00,0.188,0.815,0.338,0.065,0.736,1.119,0.233,0.697,0.009569378,0.016730664
2/17/2015 17:00,0.205,0.806,0.349,0.065,0.771,1.093,0.224,0.697,0.009569378,0.016730664
2/17/2015 18:00,0.194,0.777,0.351,0.065,0.712,0.986,0.209,0.697,0.009569378,0.862863412
2/17/2015 19:00,0.165,0.791,0.283,0.065,0.689,0.442,0.162,0.693,0.009569378,0.909215579
2/17/2015 20:00,0.079,0.029,0.087,0.065,0.683,0.408,0.155,0.686,0.007177033,0.890839276
2/17/2015 21:00,0,0,0,0.065,0.637,0.371,0.146,0.685,0.009569378,0.901810203
2/17/2015 22:00,0,0,0,0.065,0.624,0.396,0.145,0.687,0.009569378,0.892210642
2/17/2015 23:00,0,0,0,0.065,0.622,0.358,0.147,0.687,0.009569378,0.805540318
2/18/2015 0:00,0,0,0,0.065,0.62,0.385,0.147,0.687,0.009569378,0.794020845
2/18/2015 1:00,0,0,0,0.065,0.62,0.42,0.146,0.689,0.009569378,0.772078991
2/18/2015 2:00,0,0,0,0.065,0.618,0.415,0.145,0.687,0.009569378,0.756171146
2/18/2015 3:00,0,0,0,0.065,0.619,0.458,0.145,0.688,0.009569378,0.719967087
2/18/2015 4:00,0,0,0,0.062,0.618,0.46,0.145,0.688,0.007177033,0.691991223
2/18/2015 5:00,0,0,0,0.065,0.619,0.41,0.145,0.687,0.009569378,0.768787713
2/18/2015 6:00,0,0,0,0.065,0.623,0.454,0.145,0.687,0.009569378,0.827756445
2/18/2015 7:00,0.145,0.041,0.169,0.065,0.627,0.991,0.144,0.692,0.009569378,0.859297861
2/18/2015 8:00,0.168,0.794,0.28,0.065,0.631,1.139,0.162,0.695,0.009569378,0.510970927
2/18/2015 9:00,0.191,0.781,0.279,0.065,0.719,1.125,0.225,0.695,0.009569378,0.092155787
2/18/2015 10:00,0.163,0.777,0.275,0.065,0.719,1.092,0.214,0.694,0.009569378,0.016456391
2/18/2015 11:00,0.159,0.787,0.277,0.065,0.727,1.183,0.207,0.694,0.007177033,0.016456391
2/18/2015 12:00,0.112,0.781,0.239,0.065,0.718,1.225,0.202,0.698,0.009569378,0.016456391
2/18/2015 13:00,0.116,0.814,0.236,0.065,0.72,1.077,0.216,0.699,0.007177033,0.016730664
2/18/2015 14:00,0.15,0.761,0.249,0.055,0.73,1.146,0.21,0.69,0.009569378,0.016730664
2/18/2015 15:00,0.169,0.815,0.28,0,0.733,1.122,0.194,0.692,0.009569378,0.016730664
2/18/2015 16:00,0.139,0.796,0.304,0,0.736,1.089,0.195,0.692,0.009569378,0.017004937
2/18/2015 17:00,0.168,0.768,0.351,0,0.743,1.066,0.197,0.693,0.009569378,0.055403182
2/18/2015 18:00,0.17,0.76,0.351,0,0.745,1.019,0.2,0.694,0.009569378,0.944871092
